subunit,facts_id,uom,date_plann,date_accom,date_compl,nbr_units_,nbr_units1,activity,method,equipment
003,0190DFPZ06,ACRES,2013-04-01,2013-09-19,2013-09-19,0.9,0.9,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0231324000,ACRES,2005-03-19,2005-03-19,2005-03-19,110,110,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
010,BIGHORNRXS,ACRES,2009-03-15,2010-03-19,2010-03-19,29,29,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,NFP0352002,ACRES,2003-06-12,2003-06-18,2003-06-18,100,100,Jackpot Burning - Scattered concentrations,Prescribed Burn,NA
000,0190G19063,ACRES,2009-05-15,2009-09-22,2009-10-29,0.5,0.5,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190G19063,ACRES,2009-05-15,2009-09-22,2009-10-29,0.5,0.5,Precommercial Thin,Manual,NA
000,NFP0452005,ACRES,2003-10-01,2004-03-31,2004-03-31,556,556,Thinning for Hazardous Fuels Reduction,Mechanical,NA
000,3130062000,ACRES,2010-09-28,,,3,0,Burning of Piled Material,Fire,Drip torch
000,AR5672___F,ACRES,2009-03-30,2009-06-29,2009-06-29,166,166,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
000,AR5672___F,ACRES,2009-06-29,2009-06-30,2009-06-30,166,166,Burning of Piled Material,Prescribed Burn,Drip torch
000,AR5672___F,ACRES,2009-03-30,2009-06-29,2009-06-29,166,166,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,6801013000,ACRES,2006-11-01,,,64,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6801013000,ACRES,2006-11-01,,,64,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,0190G20053,ACRES,2009-05-15,2009-09-22,2009-10-29,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190G20053,ACRES,2009-05-15,2009-09-22,2009-10-29,0.3,0.3,Precommercial Thin,Manual,NA
000,1330937000,ACRES,2003-10-15,2003-10-15,2003-10-15,2.5,2.5,Rearrangement of Fuels,Mechanical,Masticator
000,T376000023,ACRES,2005-09-27,2006-01-18,,23,23,Precommercial Thin,Mechanical,Feller Buncher
000,T376000023,ACRES,2005-09-27,2006-01-18,,23,23,Thinning for Hazardous Fuels Reduction,Mechanical,Feller Buncher
000,0190H21032,ACRES,2014-01-01,2014-03-21,2014-10-10,1.2,1.2,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,10600GH26C,ACRES,2006-01-01,,,149.1,0,Precommercial Thin,Cut trees and brush,Shredder
000,4080051000,ACRES,2013-03-29,2013-03-29,,8.8,8.8,Yarding - Removal of Fuels by Carrying or Dragging,Not Applicable,NA
000,4080051000,ACRES,2013-03-29,2013-03-29,,8.8,8.8,Commercial Thin,Mechanical,Skid-Steer-Type Vehicle
001,0231324000,ACRES,2013-02-06,2013-02-06,2013-02-06,2,2,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,4080042000,ACRES,2013-03-29,2013-03-29,,8.3,8.3,Commercial Thin,Mechanical,Skid-Steer-Type Vehicle
000,4080042000,ACRES,2013-03-29,2013-03-29,,8.3,8.3,Yarding - Removal of Fuels by Carrying or Dragging,Not Applicable,NA
000,01900D6001,ACRES,2007-05-15,2008-06-15,2008-06-15,0.2,0.2,Precommercial Thin,Manual,Chain Saw
000,01900D6001,ACRES,2007-05-15,2008-06-15,2008-06-15,0.2,0.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,4450121000,ACRES,2013-01-13,2013-09-13,2013-11-18,5,69,Precommercial Thin,Manual,Chain Saw
000,4450121000,ACRES,2013-01-13,,,69,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,4450121000,ACRES,2013-01-13,2013-09-13,2013-11-18,69,69,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,000PIP023M,ACRES,2009-10-01,2010-10-02,2010-10-02,5.1,5.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,4180230000,ACRES,2001-10-01,2006-11-09,2006-11-09,11,11,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
000,0251002000,ACRES,2009-12-09,2009-12-09,2009-12-09,13,13,Burning of Piled Material,Prescribed Burn,Drip torch
001,0231323000,ACRES,2010-03-24,2010-03-24,2010-03-24,31,31,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,8601001000,ACRES,2008-11-15,2010-10-15,2010-10-15,10,10,Burning of Piled Material,Fire,Drip torch
000,2130025000,ACRES,2014-10-01,,,38.4,0,Burning of Piled Material,Fire,Drip torch
000,2130025000,ACRES,2013-10-01,,,38.4,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2130025000,ACRES,2013-10-01,,,38.4,0,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,MLFPDLSTLN,ACRES,2010-08-03,2010-08-03,2011-10-27,96,96,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,MLFPDLSTLN,ACRES,2010-08-03,2010-08-03,2011-10-27,96,96,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Rubber tired skidder logging
000,MLFPDLSTLN,ACRES,2010-08-03,2010-08-03,2011-10-27,96,96,Chipping of Fuels,Mechanical,Chipper
000,2130026000,ACRES,2013-10-01,,,23.6,0,Precommercial Thin,Mechanical,Masticator
001,KELLFR000F,ACRES,2012-06-14,2012-06-14,2012-08-24,34.4,35,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Hand Work
005,0190DFPZ06,ACRES,2013-04-01,2013-09-19,2013-09-19,0.3,0.3,Chipping of Fuels,Chipping,Chipper
000,T021000058,ACRES,2014-10-01,,,38,0,Precommercial Thin,Manual,NA
027,EAGLE___BB,ACRES,2009-09-01,2009-09-23,2010-07-19,18,18,Site Preparation for Planting - Manual,Hand piling,Chain Saw
000,0230907000,ACRES,2010-08-01,2010-08-30,2010-12-06,50,50,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,4010178000,ACRES,2004-07-15,2006-11-15,2006-11-15,67,67,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
007,5200200021,ACRES,2009-10-26,2010-05-03,2010-05-03,7,7,Tree Release and Weed,Manual,Chain Saw
008,5200200021,ACRES,2009-10-26,2010-05-03,2010-05-03,12,12,Precommercial Thin,Manual,Chain Saw
001,KELLFR000F,ACRES,2012-06-14,2012-06-14,2012-08-24,34.4,34.4,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
001,KELLFR000F,ACRES,2012-06-14,2012-06-14,2012-08-24,34.4,34.4,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,KELLFR000F,ACRES,2013-02-18,2013-02-18,2013-02-18,35,35,Burning of Piled Material,Prescribed Burn,Drip torch
002,0202601000,ACRES,2008-09-20,2008-09-20,2008-11-15,4,4,Site Preparation for Planting - Manual,Manual,Hand saw
000,0231323000,ACRES,2004-07-30,2004-09-30,2004-09-30,250,110,Tree Release and Weed,Manual,Chain Saw
000,0231323000,ACRES,2004-07-30,2004-09-30,2004-09-30,250,250,Chipping of Fuels,Mechanical,Shredder
000,2101022000,ACRES,2011-09-15,2011-09-29,,164,164,Chipping of Fuels,Manual,Chain Saw
000,2101022000,ACRES,2011-09-15,2011-09-29,,164,164,Precommercial Thin,Manual,Chain Saw
000,0150286000,ACRES,2010-09-15,2010-09-15,2011-08-15,39.4,39.4,Prune,Manual,Chain Saw
000,T284000012,ACRES,2006-10-15,2006-10-15,2006-10-16,6,6,Burning of Piled Material,Prescribed Burn,Drip torch
000,T284000012,ACRES,2004-09-14,2004-09-14,2005-09-30,6,6,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,T284000012,ACRES,2004-09-14,2004-09-14,2005-09-30,6,6,Precommercial Thin,Manual,Chain Saw
001,MLFPDLSTLN,ACRES,2012-02-09,2012-02-09,,82,82,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
001,MLFPDLSTLN,ACRES,2012-02-09,2012-02-09,,82,82,Chipping of Fuels,Mechanical,Chipper
000,019G201001,ACRES,2011-05-01,2011-08-01,2011-08-01,0.4,0.4,Chipping of Fuels,Chipping,Chipper
000,019G201001,ACRES,2011-05-01,2011-08-01,2011-08-01,0.4,0.4,Precommercial Thin,Manual,Chain Saw
000,0140041000,ACRES,2010-09-15,2010-09-15,2011-10-14,24,24,Precommercial Thin,Mechanical,Masticator
000,0140041000,ACRES,2010-09-15,2010-09-15,2011-10-14,24,24,Control of Understory Vegetation,Mechanical,Masticator
000,0404041000,ACRES,2010-07-06,2010-09-07,2010-09-22,26,26,"Piling of Fuels, Hand or Machine",Mechanical,Excavator
000,0404041000,ACRES,2010-07-06,2010-09-07,2010-09-22,26,26,Site Preparation for Planting - Mechanical,Mechanical,Excavator
10C,FTSALHWK01,ACRES,2005-01-14,2005-01-31,2005-01-31,25,25,Burning of Piled Material,Prescribed Burn,Drip torch
000,FLAT_FIRE_,ACRES,2012-07-16,2012-07-16,2012-07-16,1677,1677,Wildfire - Human Ignition,Wildfire,NA
001,KV28100002,ACRES,2021-12-01,,,39,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
001,KV28100002,ACRES,2017-12-01,,,19,0,"Piling of Fuels, Hand or Machine",Mechanical,Feller Buncher
000,6304060000,ACRES,2010-03-15,2010-05-25,2010-12-30,4.4,4.4,Wildlife Habitat Regeneration cut,Mechanical,Feller Buncher
000,T272000014,ACRES,2011-09-15,2011-09-22,,3,3,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0190G20053,ACRES,2010-10-01,2010-10-30,2010-10-30,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
014,KELLFR000F,ACRES,2012-06-14,2013-06-03,2013-11-29,134,134,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
014,KELLFR000F,ACRES,2014-01-06,2014-12-12,2014-12-12,134,134,Burning of Piled Material,Prescribed Burn,Chain Saw
000,2101206000,ACRES,2005-10-01,,,9.2,0,Compacting/Crushing of Fuels,Mechanical,Masticator
000,4500315000,ACRES,2014-08-01,2014-08-28,2015-03-17,2,2,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Tractor  logging
000,020502F005,ACRES,2015-01-01,2015-05-01,2015-05-01,13,13,Rearrangement of Fuels,Manual,Hand Tool
000,7240001000,ACRES,2010-10-01,,,8,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,7240001000,ACRES,2012-10-01,2012-11-15,2012-11-15,1,0.5,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,7240001000,ACRES,2010-10-01,,,8,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,6010916000,ACRES,2011-10-01,2011-11-21,2011-11-21,95,95,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,6010916000,ACRES,2011-10-01,2011-11-21,2011-11-21,95,95,Burning of Piled Material,Fire,Drip torch
000,T272000014,ACRES,2011-09-15,2011-09-22,,3,3,Precommercial Thin,Manual,Hand Work
000,T272000014,ACRES,2013-11-15,2013-11-18,2013-11-18,3,3,Burning of Piled Material,Prescribed Burn,Drip torch
000,6010916000,ACRES,2010-04-01,2010-07-26,2010-09-22,95,95,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,6010916000,ACRES,2010-04-01,2010-07-26,2010-09-22,95,95,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,2303301000,ACRES,2010-09-20,2010-09-20,2011-11-07,4.7,4.7,Compacting/Crushing of Fuels,Mechanical,Shredder
002,2303301000,ACRES,2007-06-15,2010-09-20,2011-11-03,4.7,4.7,Commercial Thin,Tractor Logging,Tractor  logging
007,5200200021,ACRES,2009-10-26,2010-05-03,2010-05-03,7,7,Precommercial Thin,Manual,Chain Saw
000,1700016000,ACRES,2010-09-01,2010-09-15,,15,15,Chipping of Fuels,Chipping,Chipper
000,6351064000,ACRES,2010-08-15,2010-09-30,2010-09-30,8,8,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,6351064000,ACRES,2010-08-15,2010-09-30,2010-09-30,8,8,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
008,0273018000,ACRES,2013-11-07,2013-11-07,2013-11-07,38,38,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6804113D00,ACRES,2013-09-01,2013-09-17,2013-12-31,28,28,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,6804113D00,ACRES,2013-09-01,2013-09-17,2013-12-31,28,28,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,6804113D00,ACRES,2013-09-01,2013-09-17,2013-12-31,28,28,Precommercial Thin,Cut trees and brush,Chain Saw
000,F012000448,ACRES,2014-12-10,2015-01-29,2015-01-29,4,4,Burning of Piled Material,Prescribed Burn,Drip torch
02B,FTSALHWK01,ACRES,2009-10-01,2009-10-12,2009-10-12,19,19,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,01900D5005,ACRES,2011-05-05,2011-08-01,2011-08-01,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
005,5200200021,ACRES,2009-10-26,2010-05-03,2010-05-03,9,9,Precommercial Thin,Manual,Chain Saw
005,5200200021,ACRES,2009-10-26,,,9,0,Tree Release and Weed,Manual,Chain Saw
000,01900F3009,ACRES,2013-04-01,2013-09-01,2013-09-01,0.3,0.3,Chipping of Fuels,Chipping,Chipper
001,0020093000,ACRES,2012-12-03,2013-02-06,,12,12,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,0020093000,ACRES,2012-12-04,2013-02-06,,12,12,Precommercial Thin,Manual,Chain Saw
02B,FTFRHLTR01,ACRES,2004-10-01,2005-03-18,2005-03-18,79,79,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
02G,FTFRHLTR01,ACRES,2009-10-01,2009-12-11,2009-12-11,59,59,Burning of Piled Material,Prescribed Burn,Drip torch
000,01900C8010,ACRES,2008-04-02,2008-06-15,2008-06-15,0.2,0.2,Precommercial Thin,Manual,Chain Saw
000,BROFUL001F,ACRES,2012-08-15,2012-08-15,2013-08-31,55,55,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,BROFUL001F,ACRES,2012-08-15,2012-08-15,2013-08-31,55,55,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
000,BROFUL001F,ACRES,2014-02-05,2014-02-05,2014-12-31,55,55,Burning of Piled Material,Prescribed Burn,Drip torch
02D,FTSALHWK01,ACRES,2010-10-01,2010-10-22,2010-10-22,42,38,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
001,ROAD1S1400,ACRES,2012-08-14,2012-08-14,2012-08-14,2.3,2.3,Chipping of Fuels,Mechanical,Chipper
000,7304021B00,ACRES,2012-08-15,,,16.2,0,Yarding - Removal of Fuels by Carrying or Dragging,Tractor Logging,Feller Buncher
001,ROAD1S1400,ACRES,2012-08-14,2012-08-14,2012-08-14,2.3,2.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
09B,FTSALHWK01,ACRES,2005-10-01,2006-06-01,2006-06-01,20,20,"Piling of Fuels, Hand or Machine",Mechanical,Chain Saw
000,0231327000,ACRES,2011-09-22,2011-09-22,2014-10-06,139,139,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0231327000,ACRES,2011-09-22,2011-09-22,2014-10-06,139,139,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,0190DFPZ20,ACRES,2009-10-30,2011-12-15,2011-12-15,15.2,15.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,6201003000,ACRES,2011-05-15,2011-06-03,2011-06-03,36,36,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
05A,FTSALHWK01,ACRES,2007-10-01,2008-06-02,2008-06-02,19,19,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,KV37400004,ACRES,2016-05-02,,,36,0,Precommercial Thin,Mechanical,Feller Buncher
000,KV37400004,ACRES,2016-05-02,,,36,0,"Piling of Fuels, Hand or Machine",Mechanical,Feller Buncher
000,KV37400004,ACRES,2017-05-02,,,36,0,Burning of Piled Material,Mechanical,Feller Buncher
004,0231327000,ACRES,2015-02-11,2015-02-11,2015-02-11,11,11,Burning of Piled Material,Prescribed Burn,Drip torch
000,0302502000,ACRES,2012-04-09,2012-04-09,2012-04-09,1,1,Burning of Piled Material,Prescribed Burn,Drip torch
000,0302502000,ACRES,2011-11-01,2011-11-01,2011-11-01,1,1,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,0302502000,ACRES,2011-11-01,2011-11-01,2011-11-01,1,1,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,5200200021,ACRES,2010-10-04,2011-03-18,2011-03-18,9,9,Chipping of Fuels,Not Applicable,NA
002,5200200021,ACRES,2010-10-04,2011-03-18,2011-03-18,9,9,Pruning to Raise Canopy Height and Discourage Crown Fire,Not Applicable,NA
001,2160343000,ACRES,2009-04-01,2009-07-23,2009-07-23,13,13,Precommercial Thin,Manual,Chain Saw
000,9990000000,ACRES,2010-08-13,2010-08-13,2010-09-29,328,328,Prune,Manual,Chain Saw
000,T008000003,ACRES,2011-05-01,2011-09-15,2012-06-15,84.6,84.6,Precommercial Thin,Mechanical,Feller Buncher
02A,FTSALHWK01,ACRES,2006-10-01,2007-01-31,2007-02-06,7,7,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6801005D00,ACRES,2006-05-06,2006-05-06,2006-05-06,90,90,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,F025414001,ACRES,2013-10-01,2014-02-18,2014-02-18,50,50,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
000,5470001000,ACRES,2009-06-01,2010-02-15,,391,391,Tree Release and Weed,Power Hand,Chain Saw
000,5470001000,ACRES,2009-06-01,,,391,0,Burning of Piled Material,Fire,Drip torch
09E,FTSALHWK01,ACRES,2007-10-01,2007-12-11,2007-12-11,9,9,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190G19063,ACRES,2010-10-01,2010-10-30,2010-10-30,0.5,0.5,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190I16046,ACRES,2011-05-05,2011-08-01,2011-08-01,0.8,0.8,Burning of Piled Material,Prescribed Burn,Drip torch
000,01900H2136,ACRES,2014-01-01,2014-03-24,,0.5,0.5,Burning of Piled Material,Prescribed Burn,Drip torch
000,0251006000,ACRES,2011-01-01,,,68,0,Burning of Piled Material,Fire,Drip torch
000,01900H4002,ACRES,2012-04-01,2014-06-05,2014-06-05,0.4,0.4,Chipping of Fuels,Chipping,Chipper
000,4330308000,ACRES,2016-10-15,,,82,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,4330308000,ACRES,2011-09-15,2011-09-15,,82,82,Precommercial Thin,Manual,Hand Work
000,1030002000,ACRES,2014-06-20,2014-06-20,,45,45,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,1030002000,ACRES,2015-04-01,,,45,0,Burning of Piled Material,Prescribed Burn,Drip torch
001,213900T000,ACRES,2006-05-24,2007-06-04,2007-06-04,69,69,Burning of Piled Material,Prescribed Burn,Drip torch
000,100201F013,ACRES,2015-01-01,2015-06-01,2015-06-01,5,5,Rearrangement of Fuels,Mechanical,Mower
000,100201F025,ACRES,2015-01-01,2015-06-01,2015-06-01,26,26,Rearrangement of Fuels,Mechanical,Mower
000,1030002000,ACRES,2014-06-20,2014-06-20,,45,45,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0190I15002,ACRES,2011-08-08,2011-08-08,2011-08-08,5.7,5.7,Burning of Piled Material,Prescribed Burn,Drip torch
003,KELLFR000F,ACRES,2013-02-18,2013-03-25,2013-03-25,37.3,37.3,Burning of Piled Material,Prescribed Burn,Drip torch
003,KELLFR000F,ACRES,2013-02-18,2013-03-25,2013-03-25,37.3,37.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,01900H2136,ACRES,2014-01-01,2014-03-24,2014-10-10,0.5,0.5,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,309T61A100,ACRES,2016-09-01,,,11,0,Commercial Thin,Tractor Logging,Feller Buncher
000,309T61A100,ACRES,2016-09-01,,,11,0,Precommercial Thin,Tractor Logging,Feller Buncher
005,0190DFPZ06,ACRES,2013-04-01,2013-09-19,2013-09-19,0.3,0.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,1554034000,ACRES,2010-10-01,2010-10-29,2010-10-29,3.7,3.7,Burning of Piled Material,Fire,Drip torch
000,RIM4240237,ACRES,2014-09-15,2014-09-29,,9.5,9.5,Stand Clearcut (w/ leave trees) (EA/RH/FH),Single Span Skyline,Single span skyline
000,1260604000,ACRES,2004-08-26,2004-08-26,2005-06-23,76,76,"Piling of Fuels, Hand or Machine",Manual,NA
000,1260604000,ACRES,2010-11-17,2010-11-17,2010-11-17,41,41,Burning of Piled Material,Prescribed Burn,Drip torch
000,3070035000,ACRES,2021-09-01,,,6,0,Prune,Manual,Chain Saw
006,0273018000,ACRES,2013-11-21,2013-11-21,2013-11-21,38,38,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
009,KELLFR000F,ACRES,2014-06-27,2014-08-29,2014-08-29,40.7,40.7,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Pole pruner
000,7180091000,ACRES,2014-07-30,,,193,0,Wildfire - Natural Ignition,Not Applicable,NA
000,T017000005,ACRES,2013-06-15,2013-09-15,2013-09-15,24.2,24.2,Chipping of Fuels,Mechanical,Masticator
000,F045000004,ACRES,2014-10-15,2014-12-15,2014-12-15,17.9,17.9,Burning of Piled Material,Prescribed Burn,Drip torch
06A,FTSALHWK01,ACRES,2005-10-01,2005-10-24,2005-10-24,35,35,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,308T005C00,ACRES,2020-09-01,,,44,0,Precommercial Thin,Manual,Chain Saw
005,0273018000,ACRES,2012-12-11,2012-12-11,2012-12-11,26,26,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,0190E19002,ACRES,2011-10-01,2011-11-15,2011-11-15,1.3,1.3,Burning of Piled Material,Prescribed Burn,Drip torch
001,ST15500000,ACRES,2013-10-01,2015-03-25,2015-03-26,35,35,Chipping of Fuels,Chipping,NA
000,0190C12029,ACRES,2007-05-15,2008-07-15,2008-07-15,0.2,0.2,Precommercial Thin,Manual,Chain Saw
000,0100501000,ACRES,2007-09-30,2007-09-30,2007-09-30,65,65,Rearrangement of Fuels,Mechanical,Masticator
000,01900D5005,ACRES,2007-05-15,2008-06-15,2008-06-15,0.3,0.3,Precommercial Thin,Manual,Chain Saw
000,01900D5005,ACRES,2007-05-15,2008-06-15,2008-06-15,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
001,4580004000,ACRES,2013-12-01,2013-12-03,2013-12-03,15,3.9,Burning of Piled Material,Prescribed Burn,Drip torch
001,4580004000,ACRES,2013-12-01,2013-12-03,2013-12-03,15,11.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,T451000002,ACRES,2011-09-01,2011-09-16,2011-09-16,18,18,Precommercial Thin,Manual,Chain Saw
001,7100783000,ACRES,2016-07-15,,,2,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
028,EAGLE___BB,ACRES,2009-09-01,2009-09-23,2010-07-19,5,5,Site Preparation for Planting - Manual,Hand piling,Chain Saw
000,01900H4001,ACRES,2013-04-01,2014-06-20,2014-06-20,0.3,0.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0190H21032,ACRES,2014-01-01,2014-03-24,2014-10-10,1.2,1.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,019F241004,ACRES,2012-04-01,2013-06-01,2013-06-01,1.8,1.8,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,01900H2055,ACRES,2014-01-01,2014-03-24,,1,1,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,01900H2055,ACRES,2014-01-01,2014-03-24,,1,1,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,01900H2055,ACRES,2014-01-01,2014-03-24,,1,1,Burning of Piled Material,Manual,Chain Saw
000,6030166000,ACRES,2010-11-01,,,68,0,Burning of Piled Material,Fire,Drip torch
000,T377000037,ACRES,2005-09-27,2006-01-18,,5,5,Thinning for Hazardous Fuels Reduction,Mechanical,Feller Buncher
000,0060010162,ACRES,2013-08-06,2013-09-26,2014-05-13,31,31,Precommercial Thin,Manual,Chain Saw
000,4440172000,ACRES,2013-01-13,2013-05-31,2013-12-05,25,25,Precommercial Thin,Manual,Chain Saw
000,4440172000,ACRES,2013-01-13,2015-02-01,2015-02-01,25,25,Burning of Piled Material,Prescribed Burn,Drip torch
000,4440172000,ACRES,2013-01-13,2013-05-31,2013-12-05,25,25,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
002,T036000076,ACRES,2015-05-29,2015-05-29,,16,16,Site Preparation for Planting - Mechanical,Mechanical,Dozer
001,0251006000,ACRES,2011-02-14,2011-02-14,2011-02-14,20,20,Burning of Piled Material,Fire,Drip torch
000,01900B9013,ACRES,2010-10-01,2010-10-30,2010-10-30,0.4,0.4,Burning of Piled Material,Prescribed Burn,Drip torch
000,0273021000,ACRES,2010-09-24,2010-09-24,2014-07-01,9,9,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,1190940000,ACRES,2010-07-01,2010-10-15,,5,5,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0273021000,ACRES,2010-09-24,2010-09-24,2014-07-01,9,9,Precommercial Thin,Manual,Chain Saw
000,6304058000,ACRES,2010-03-15,2010-05-25,2010-12-30,4.3,4.3,Wildlife Habitat Regeneration cut,Mechanical,Feller Buncher
000,6304058000,ACRES,2014-07-15,,,4.3,0,"Piling of Fuels, Hand or Machine",Manual,Hoedad
000,AR56283__F,ACRES,2010-04-01,2010-04-01,2010-09-30,8,8,Thinning for Hazardous Fuels Reduction,Mechanical,Masticator
004,KELLFR000F,ACRES,2012-06-14,2012-08-24,2013-08-05,37,37,"Piling of Fuels, Hand or Machine",Manual,Hand Work
004,KELLFR000F,ACRES,2013-11-04,2014-04-16,2014-04-16,37,37,Burning of Piled Material,Fire,Drip torch
014,KELLFR000F,ACRES,2012-06-14,2013-06-03,2013-11-29,134,134,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
000,T452000036,ACRES,2014-02-20,2014-05-13,2014-09-08,17,17,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,2100703000,ACRES,2012-10-01,,,1.9,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,5200200021,ACRES,2010-10-04,2011-03-18,2011-03-18,9,9,Rearrangement of Fuels,Not Applicable,NA
001,353000HT1A,ACRES,2010-10-01,2010-10-27,2010-10-27,7,7,Burning of Piled Material,Prescribed Burn,Drip torch
000,019F221036,ACRES,2009-06-01,2010-08-29,2010-08-29,0.3,0.3,Chipping of Fuels,Chipping,Chipper
000,01900C8004,ACRES,2007-05-15,2008-07-15,2008-07-15,0.2,0.2,Chipping of Fuels,Chipping,Chipper
000,019F181002,ACRES,2011-01-01,2011-08-08,2011-08-08,0.3,0.3,Chipping of Fuels,Chipping,Chipper
000,6050099000,ACRES,2001-07-31,2001-07-31,2001-07-31,10.1,10.1,Precommercial Thin,Manual,Chain Saw
000,T008000013,ACRES,2014-05-01,2014-05-23,2014-08-15,15.5,15.5,Precommercial Thin,Manual,Chain Saw
000,7304021B00,ACRES,2021-08-15,,,16.2,0,"Piling of Fuels, Hand or Machine",Power Hand,Chain Saw
